Frontside,Flipside,Category,Level
"txay","be horizontal | lie flat","verb, intransitiv","0"
"<u>txa</u>yo","field | open terrain | plain","substantive (noun)","0"
"<u>txä</u>rem","bone","substantive (noun)","0"
"<u>txär</u>pawk","Palulukan Bone Horn | ([a sacred object created by the Anurai clan, can summon the great Leonopteryx])","proper noun","0"
"txe'<u>lan</u>","heart","substantive (noun)","0"
"txe'<u>lan</u>kong","heartbeat","substantive (noun)","0"
"txe<u>kxum</u>pay","magma | lava","substantive (noun)","0"
"<u>txe</u>le","matter | subject","substantive (noun)","0"
"txen","awake","adjective","0"
"txep","fire","substantive (noun)","0"
"<u>txe</u>pìva","ash | cinder","substantive (noun)","0"
"txep<u>ram</u>","volcano","substantive (noun)","0"
"<u>txep</u>tun","orange | ([fire red])","adjective","0"
"<u>txep</u>tseng","(general) fire pit | place where a fire is burning or has burned","substantive (noun)","0"
"<u>txep</u>tsyìp","flame","substantive (noun)","0"
"<u>txep</u>vi","spark","substantive (noun)","0"
"txew","edge | brink | limit | border | end","substantive (noun)","0"
"<u>txe</u>wì","[male name]","proper noun","0"
"txewk","club ([weapon])","substantive (noun)","0"
"<u>txew</u>luke","endless | boundless | without limit | ([for uncountable nouns])","adjective","0"
"txewm","scary | frightening","adjective","0"
"<u>txew</u>nga'","having a limit | not without bounds | finite","adjective","0"
"txey","halt","verb","0"
"txi","hurry | hurriedness | frenzy","substantive (noun)","0"
"<u>txil</u>te","[female name]","proper noun","0"
"txin","main | primary","adjective","0"
"<u>txin</u>tìn","occupation | primary role in society","substantive (noun)","0"
"<u>txin</u>tseng","base of operations","substantive (noun)","0"
"<u>txin</u>tseng Sawtuteyä","Hell's Gate","proper noun","0"
"txìm","butt | rear end | ass","substantive (noun)","0"
"txìng","leave | abandon","verb, transitive","0"
"<u>txll</u>'u","Hookagourd | [Flaska ascendens]","substantive (noun)","0"
"txo","if ([conditional clause])","conjunction","0"
"<u>txo</u>a","forgiveness","substantive (noun)","0"
"<u>txo</u>kefyaw","if not | or else | otherwise","conjunction","0"
"<u>txo</u>lar","dollar ([currency])","substantive (noun)","0"
"txon","night","substantive (noun)","0"
"txon<u>'ong</u>","nightfall | sunset | dusk | gloaming","substantive (noun)","0"
"txon<u>'ong</u>maw","twilight | the time before dark | after sunset","substantive (noun)","0"
"txo<u>nam</u>","last night | the night before","substantive (noun)","0"
"txo<u>nam</u>","last night","adverb","0"
"txo<u>nay</u>","tomorrow night | the night tomorrow","substantive (noun)","0"
"txo<u>nay</u>","tomorrow night","adverb","0"
"<u>txon</u>krr","at night","adverb","0"
"<u>txo</u>pu","fear","substantive (noun)","0"
"<u>txo</u>pu si","be afraid","verb, intransitiv","0"
"<u>txo</u>pu sley<u>ku</u>","frighten | scare | produce fear","verb, transitive","0"
"txukx","deep ([physically, sometimes used metaphorically for thoughts, ideas, analyses, etc.])","adjective","0"
"<u>txu</u>la","build | construct","verb, transitive","0"
"txum","poison","substantive (noun)","0"
"<u>txum</u>nga'","poisonous","adjective","0"
"<u>txum</u>paywll","scorpion thistle | [lit.:] poison water plant | [Scorpioflora maxima]","substantive (noun)","0"
"txum<u>tsä'</u>wll","Baja tickler | [lit.:] poison-squirting plant | [Flaska reclinata]","substantive (noun)","0"
"txung","disturb | disrupt | bother | affect negatively","verb, transitive","0"
"txur","strong ([physically])","adjective","0"
"<u>txur</u>tel","rope","substantive (noun)","0"
"<u>txur</u>tu","strongman | strongwoman | brawny person | ([person of strong physique or character])","substantive (noun)","0"
"u<u>e'</u>","vomit | vomit up","verb","0"
"uk","shadow","substantive (noun)","0"
"u<u>kxo</u>","dry","adjective","0"
"<u>ul</u>te","and ([clausal conjunction])","conjunction","0"
"ul<u>txa</u>","meeting","substantive (noun)","0"
"ul<u>txa si</u>","meet intentionally","verb, intransitiv","0"
"ul<u>txa</u>run","encounter | meet by chance","verb, transitive","0"
"ul<u>txa</u>tu","meeting participant | member of a meeting","substantive (noun)","0"
"um","loose","adjective","0"
"<u>u</u>nil","dream","substantive (noun)","0"
"<u>u</u>nil si","dream","verb, intransitiv","0"
"unil<u>ta</u>ron","Dream Hunt","substantive (noun)","0"
"unìltì<u>ran</u>tokx","avatar | dreamwalker body","substantive (noun)","0"
"uniltì<u>ran</u>tokxolo'","clan of avatars | group of avatars | the Avatar community","substantive (noun)","0"
"unìltì<u>ran</u>yu","dreamwalker","substantive (noun)","0"
"<u>u</u>niltsa","dream of | dream about | dream (that)","verb, transitive","0"
"un<u>yor</u>","sweetly aromatic  | ([a flowery or aromatic woody sort of smell]) | ([may also refer to some spices used in Na’vi cooking])","adjective","0"
"<u>u</u>o","behind","adposition","0"
"<u>u</u>olì'uvi","suffix","substantive (noun)","0"
"<u>u</u>ran","boat","substantive (noun)","0"
"<u>ut</u>ral","tree","substantive (noun)","0"
"<u>ut</u>raltsyìp","bush","substantive (noun)","0"
"<u>u</u>tu","forest canopy","substantive (noun)","0"
"<u>u</u>tumauti","banana fruit","substantive (noun)","0"
"u<u>van</u>","game","substantive (noun)","0"
"u<u>van le</u>tokx","physical or athletic game | sport","substantive (noun)","0"
"u<u>van si</u>","play (a game)","verb, intransitiv","0"
"<u>va'</u>ru","[male name]","proper noun","0"
"var","to persist in a state | to continue to perform an action","modal verb, intransitive","0"
"vawm","dark","adjective","0"
"<u>vawm</u>pin","dark color","substantive (noun)","0"
"vawt","solid ([not hollow])","adjective","0"
"vay","up to","adposition","0"
"vay<u>krr</u>","until","conjunction","0"
"vä'","unpleasant to the senses | noisome","adjective","0"
"<u>vä</u>fewll","Centipede | [lit.:] bad-smell plant | [Scolopendra virens]","substantive (noun)","0"
"väng","thirsty","adjective","0"
"<u>vä</u>pam","noise ([ugly, or unpleasant sound]) | screech","substantive (noun)","0"
"<u>vä</u>rumut","vein pod | [Obesus fenestralis]","substantive (noun)","0"
"ve'<u>kì</u>","hate","verb, transitive","0"
"<u>ve</u>'o","order ([as opposed to disorder or chaos]) | organization","substantive (noun)","0"
"<u>ve</u>fya","system | process | procedure | approach","substantive (noun)","0"
"<u>ve</u>lek","give up | surrender | concede defeat","verb, intransitiv","0"
"<u>vel</u>ke","chaotic | messy | disorganized | in shambles","adjective","0"
"<u>ven</u>til","ankle","substantive (noun)","0"
"<u>ve</u>nu","foot","substantive (noun)","0"
"<u>ven</u>zek","toe","substantive (noun)","0"
"<u>ve</u>nga'","organized | on top of things","adjective","0"
"vewng","look after | take care of | be responsible for","verb, transitive","0"
"vey","food (made from animal) | flesh | meat","substantive (noun)","0"
"vezey<u>ko</u>","put in order | organize","verb, transitive","0"
"ve<u>zo</u>","be in order | be organized","verb, intransitiv","0"
"vin","request | ask for","verb, transitive","0"
"<u>ving</u>kap","occur to one | pop into one's mind | strike one","verb, transitive","0"
"vi<u>rä</u>","spread | proliferate","verb, intransitiv","0"
"vit<u>ra</u>","soul","substantive (noun)","0"
"vit<u>ra</u>utral","Tree of Souls","proper noun","0"
"vll","indicate | point at","verb, transitive","0"
"vo<u>fu</u>","forteen","numeral","0"
"vo<u>hin</u>","fifteen","numeral","0"
"vol","eight","numeral","0"
"vo<u>law</u>","nine","numeral","0"
"<u>vol</u>ve","eighth ([ordinal])","numeral","0"
"vo<u>mrr</u>","thirteen","numeral","0"
"vo<u>mun</u>","ten","numeral","0"
"von<u>vä'</u>","butthole | asshole | dickhead | (![highly abusive and vulgar]!)","substantive (noun)","0"
"vo<u>pey</u>","eleven","numeral","0"
"vo<u>sìng</u>","twelve","numeral","0"
"vo<u>spxey</u>","March","proper noun","0"
"vo<u>spxì</u>","month","substantive (noun)","0"
"vospxì<u>'aw</u>","January","proper noun","0"
"vospxì<u>am</u>","last month","substantive (noun)","0"
"vospxì<u>ay</u>","next month","substantive (noun)","0"
"vospxì<u>kin</u>","July","proper noun","0"
"vospxì<u>mrr</u>","May","proper noun","0"
"vospxì<u>mun</u>","February","proper noun","0"
"vospxì<u>puk</u>","June","proper noun","0"
"vospxì<u>tsìng</u>","April","proper noun","0"
"vospxì<u>vol</u>","August","proper noun","0"
"vospxìvo<u>law</u>","September","proper noun","0"
"vospxìvo<u>mun</u>","October","proper noun","0"
"vospxìvo<u>pey</u>","November","proper noun","0"
"vospxìvo<u>sìng</u>","December","proper noun","0"
"<u>vo</u>zampasukut","grinch tree | thousand berry tree","proper noun","0"
"<u>vrr</u>ìn","be busy ([negative connotation]) | be tired out and overwhelmed by an activity","verb, intransitiv","0"
"<u>vrr</u>tep","demon","substantive (noun)","0"
"vul","branch ([of a tree])","substantive (noun)","0"
"<u>vul</u>tsyìp","stick ([of a tree, branch])","substantive (noun)","0"
"vun","provide","verb, transitive","0"
"vur","story | tale","substantive (noun)","0"
"<u>vur</u>vi","summary | synopsis","substantive (noun)","0"
"<u>vur</u>way","story poem | narrative poem","substantive (noun)","0"
"<u>wa</u>lak","energetic | active","adjective","0"
"wa<u>lew</u>","get over | accept some fact | reconcile oneself | move on","verb, intransitiv","0"
"wan","hide","verb, transitive","0"
"wa<u>we</u>","meaning | importance | significance","substantive (noun)","0"
"way","(ancient, ceremonial) song | poem","substantive (noun)","0"
"way a pll<u>txe</u>","spoken poem | melodic recital","phrase","0"
"way a rol","sung poem | as a melodic recital","phrase","0"
"way si","sing ([of ancient, ceremonial song])","verb, intransitiv","0"
"<u>wa</u>yä ay<u>lì</u>'u","words of a poem | lyrics of a song","phrase","0"
"<u>way</u>telem","song cord | ([mnemonic storytelling aids, strings of colored beads and bits of stone, bone and plant pieces])","substantive (noun)","0"
"wä","against | opposing","adposition","0"
"<u>wä</u>sul","compete","verb, intransitiv","0"
"wä<u>te</u>","argue | dispute","verb, transitive","0"
"<u>wä</u>tu","opponent","substantive (noun)","0"
"wätx","be bad at","verb, transitive","0"
"<u>we</u>'ay","sour ([of taste and smell])","adjective","0"
"wem","fight","verb, intransitiv","0"
"<u>wem</u>pongu","squad | military clan | battle party","substantive (noun)","0"
"we<u>opx</u>","wave (of water)","substantive (noun)","0"
"wep","the web ([i.e. world wide web])","substantive (noun)","0"
"<u>wep</u>tseng","website","substantive (noun)","0"
"wew","cold","adjective","0"
"weyn","draw | illustrate","verb, transitive","0"
"win","fast","adjective","0"
"win sä<u>pi</u>","hurry oneself","verb, intransitiv","0"
"win si","rush something | make something fast","verb, intransitiv","0"
"wip","salty ([of taste and smell])","adjective","0"
"<u>wi</u>ya","[expression of warning or frustration] | [approx:] 'damn!'","interjection","0"
"wìn<u>txu</u>","show","verb, transitive","0"
"wì<u>ngay</u>","prove","verb, transitive","0"
"wo","reach for","verb, transitive","0"
"wok","loud","adjective","0"
"wok<u>a</u>u","pendulum drum | ([lit.]: loud drum)","substantive (noun)","0"
"wotx","totality | whole","substantive (noun)","0"
"<u>wo</u>u","be amazing | fascinating ([slang])","verb, intransitiv","0"
"wrr<u>kä</u>","go out | go outside","verb, intransitiv","0"
"<u>wrr</u>pa","(the) outside","substantive (noun)","0"
"<u>wrr</u>pa","outside","adverb","0"
"wrr<u>za</u>'u","come out | emerge","verb, intransitiv","0"
"wum","approximately | roughly","adverb","0"
"wur","cool | chilly","adjective","0"
"<u>wu</u>tso","dinner | served meal","substantive (noun)","0"
"ya","air","substantive (noun)","0"
"<u>ya</u>fkeyk","weather","substantive (noun)","0"
"yak","forc | branch | point of divergence","substantive (noun)","0"
"yak si","diverge | change direction | go astray","verb, intransitiv","0"
"ya<u>ney</u>","canoe","substantive (noun)","0"
"<u>ya</u>pay","mist | fog | steam","substantive (noun)","0"
"<u>yaw</u>ne","beloved","adjective","0"
"<u>yaw</u>netu","loved one | lover | beloved person","substantive (noun)","0"
"<u>yawn</u>tu","loved one | lover | beloved person","substantive (noun)","0"
"<u>yawn</u>tutsyìp","darling | little loved one","substantive (noun)","0"
"yawn<u>yew</u>la","broken heart | broken-heartedness","substantive (noun)","0"
"ya<u>wo</u>","take off | launch","verb, intransitiv","0"
"ya<u>yayr</u>","confusion","substantive (noun)","0"
"ya<u>yayr</u>nga'","confusing","adjective","0"
"ya<u>yayr</u>tsim","something confusing | source of confusion","substantive (noun)","0"
"<u>yay</u>mak","foolish | ignorant","adjective","0"
"<u>ya</u>yo","bird","substantive (noun)","0"
"<u>ya</u>yotsrul","bird's nest | nest of a bird","substantive (noun)","0"
"yäkx","not notice | ignore | snub","verb, transitive","0"
"yän","fasten | tie down","verb, transitive","0"
"ye","satisfied | content | satiated | full","adjective","0"
"<u>ye'</u>krr","early","adverb","0"
"<u>ye'</u>rìn","soon","adverb","0"
"<u>ye</u>hakx","satisfied (from hunger) | full","adjective","0"
"yem","put | place","verb, transitive","0"
"yem<u>fpay</u>","dipping | immersion (into liquid)","substantive (noun)","0"
"yem<u>fpay si</u>","dip (into liquid)","verb, intransitiv","0"
"<u>yem</u>stokx","put on (clothing) | don","verb, transitive","0"
"yeng<u>wal</u>","sorrow","substantive (noun)","0"
"<u>ye</u>rik","hexapede | [Sexcruscervus caeruleus] | ([deer-like Pandoran animal])","substantive (noun)","0"
"<u>ye</u>väng","satisfied (from thirst) | feeling quenched | slaked","adjective","0"
"<u>yew</u>la","disappointment | emotional let-down | failed expectation","substantive (noun)","0"
"<u>yew</u>la","Bummer! | That's a shame! | What a shame!","phrase","0"
"yey","straight","adjective","0"
"<u>yey</u>fya","straight line","substantive (noun)","0"
"<u>yey</u>su","Jesus ([male name])","proper noun","0"
"yì","shelf | ledge | level | step | rung | ([a small, flat area on which one can stand or place an object, such as a foot])","substantive (noun)","0"
"yìm","bind","verb, transitive","0"
"yìm<u>kxa</u>","banshee catcher | "mouth-binder"","substantive (noun)","0"
"yll","communal","adjective","0"
"<u>yll</u>txep","communal fire | communal fire pit | ([place where the Na'vi eat together])","substantive (noun)","0"
"yo","surface","substantive (noun)","0"
"yo'","be perfect | flawless","verb, intransitiv","0"
"<u>yo'</u>ko","circle | [a perfectly circular ring]","substantive (noun)","0"
"<u>yo'</u>kofya","cycle","substantive (noun)","0"
"<u>yo</u>a","in exchange for","adposition","0"
"yokx","shield","substantive (noun)","0"
"yol","short (of time)","adjective","0"
"yom","eat","verb, transitive","0"
"yom<u>hì'</u>ang","dakteron | 'insectivore' | [Pseudopenthes coralis]","substantive (noun)","0"
"yomi<u>o</u>ang","chalice plant  | [Pseudocenia rosea]","substantive (noun)","0"
"<u>yom</u>tìng","feed ([with dative object])","verb, intransitiv","0"
"yom<u>vey</u>","dine on flesh | be carnivorous","verb, intransitiv","0"
"<u>yom</u>yo","plate (for food)","substantive (noun)","0"
"<u>yom</u>yo le<u>rìk</u>","leaf plate | ([coll.:] rìk)","substantive (noun)","0"
"yom<u>ze</u>swa","graze","verb, intransitiv","0"
"yo<u>ra'</u>","win (game, fight)","verb, transitive","0"
"yo<u>ra'</u>tu","winner","substantive (noun)","0"
"yrr","wild | natural | [something in its original, unmodified, untampered-with natural state]","adjective","0"
"<u>yrr</u>ap","storm","substantive (noun)","0"
"<u>yu</u>ey","beautiful ([inner beauty])","adjective","0"
"<u>yu</u>ne","listen to","verb, transitive","0"
"yur","wash","verb, transitive","0"
"za<u>'ä</u>rìp","pull","verb, transitive","0"
"<u>za</u>'u","come","verb, intransitiv","0"
"<u>za</u>'u nì<u>'eng</u>","share an interest in common","idiom","0"
"zam","sixty four | [octal:] hundred","numeral","0"
"za<u>mu</u>nge","bring","verb, transitive","0"
"za<u>pxì</u>","front (part or section)","substantive (noun)","0"
"za<u>re'</u>","forehead | brow","substantive (noun)","0"
"za<u>srìn</u>","borrow","verb, transitive","0"
"zawng","scream","verb, intransitiv","0"
"zaw<u>prr</u>te'","be enjoyable ([used with] ne)","verb, intransitiv","0"
"zawr","animal call | animal cry","substantive (noun)","0"
"<u>zä</u>fi","modified | interfered with | no longer in a natural state | [also:] tamed","adjective","0"
"<u>zä</u>rìp","pull | [colloquial form of] za\'ärìp","verb, transitive","0"
"<u>zek</u>wä","finger | digit","substantive (noun)","0"
"zel","then ([for the consequence of a counterfactual Conditional sentence with] zun)","conjunction","0"
"<u>ze</u>ne","must","modal verb, intransitive","0"
"<u>zen</u>ke","must not","modal verb, intransitive","0"
"<u>ze</u>rok","remember","verb, transitive","0"
"<u>ze</u>swa","grass","substantive (noun)","0"
"<u>ze</u>swavi","blade of grass","substantive (noun)","0"
"zet","treat (emotionally) | display an attitude towards","verb, transitive","0"
"<u>ze</u>vakx","cruel","adjective","0"
"zey","special | distinct","adjective","0"
"zey<u>ko</u>","heal | fix","verb, transitive","0"
"zey<u>ko</u>yu","healer","substantive (noun)","0"
"zey<u>kup</u>","let fall ([intentionally]) | let fall ([deliberately])","verb, transitive","0"
"zir","feel | texture","substantive (noun)","0"
"zi<u>ze'</u>","hellfire wasp | [Magnivespa velox]","substantive (noun)","0"
"zìm","feel","verb, transitive","0"
"zì<u>ma</u>'uyu","newcomer | someone who has just arrived on the scene","substantive (noun)","0"
"<u>zìm</u>tswo","sense of touch","substantive (noun)","0"
"<u>zì</u>sìkrr","season","substantive (noun)","0"
"<u>zì</u>sìt","year","substantive (noun)","0"
"zìsì<u>tay</u>","next year","adverb","0"
"zìsìt<u>sal</u>trr","(yearly) anniversary | [cf.:] zìtsaltrr","substantive (noun)","0"
"zìskrr<u>mi</u>paw","spring | (season of growth)","substantive (noun)","0"
"zìskrr<u>som</u>","summer","substantive (noun)","0"
"zìskrr<u>tsawn</u>","fall | autumn | (season of harvesting)","substantive (noun)","0"
"zìskrr<u>wew</u>","winter","substantive (noun)","0"
"zìt<u>sal</u>trr","(yearly) anniversary | [colloquial form of] zìsìtsaltrr","substantive (noun)","0"
"zo","be well | be intact | be as it should be | work correctly | work as nature intended","verb, intransitiv","0"
"zo<u>la</u>'u nì<u>prr</u>te'","welcome","other/unknown","0"
"zong","save | defend","verb, transitive","0"
"<u>zong</u>tseng","safe place | refuge","substantive (noun)","0"
"zop<u>lo</u>","offence | insult","substantive (noun)","0"
"zop<u>lo si</u>","offend s.o. | insult s.o.","verb, intransitiv","0"
"<u>zo</u>slu","heal | become well | get fixed","verb, intransitiv","0"
"zum","object | thing | ([physical and tangible])","substantive (noun)","0"
"zun","if ([for counterfactual conditionals])","conjunction","0"
"zung","crouch","verb, intransitiv","0"
"zup","fall","verb, intransitiv","0"
"zu<u>saw</u>krr","future","substantive (noun)","0"
